Line Number	Position	Line	Error	Message
178864	4	"SET Disease = ""Atherosclerotic lesion"""	IllegalAnnotationValueWarning	"""Atherosclerotic lesion"" is not defined in the Disease annotation"
179195	39	"tscript(p(HGNC:PPARGC1A)) increases bp(GOBP:""electron transport"")"	MissingNamespaceNameWarning	"""electron transport"" is not in the GOBP namespace"
180438	27	"cat(p(RGD:Adrb3)) decreases path(SDIS:""Lipid droplet"")"	InvalidFunctionSemantic	Pathology SDIS:Lipid droplet should be encoded as one of: Abundance, Protein, RNA, miRNA, Complex, Gene
180439	27	"cat(p(RGD:Adrb3)) decreases path(SDIS:""adipocyte lipid droplet"")"	InvalidFunctionSemantic	Pathology SDIS:adipocyte lipid droplet should be encoded as one of: Abundance, Protein, RNA, miRNA, Complex, Gene
180489	12	"cat(complex(SCOMP:""B-cell receptor complex"")) increases cat(p(MGI:Vav1))"	MissingNamespaceNameWarning	"""B-cell receptor complex"" is not in the SCOMP namespace"
180599	24	g(EGID:111337) decreases p(EGID:192162)	InvalidFunctionSemantic	Protein EGID:192162 should be encoded as one of: Gene
180731	28	a(CHEBI:estradiol) increases r(EGID:16142)	InvalidFunctionSemantic	RNA EGID:16142 should be encoded as one of: Gene
180732	28	a(CHEBI:estradiol) increases r(EGID:16142)	InvalidFunctionSemantic	RNA EGID:16142 should be encoded as one of: Gene
181089	34	"p(SFAM:""IFNA Family"") increases p(EGID:436493)"	MissingNamespaceNameWarning	"""436493"" is not in the EGID namespace"
181261	4	"SET CellLine = ""16HBE14o- cell"""	IllegalAnnotationValueWarning	"""16HBE14o- cell"" is not defined in the CellLine annotation"
182092	10	tscript(p(MGI:Tcfe3)) increases r(MGI:Cdh1)	MissingNamespaceNameWarning	"""Tcfe3"" is not in the MGI namespace"
182093	10	tscript(p(MGI:Tcfeb)) increases r(MGI:Cdh1)	MissingNamespaceNameWarning	"""Tcfeb"" is not in the MGI namespace"
182367	4	SET CellStructure = serum	IllegalAnnotationValueWarning	"""serum"" is not defined in the CellStructure annotation"
182386	48	"path(MESHD:Atherosclerosis) negativeCorrelation (p(HGNC:TGFB1) decreases bp(GOBP:""cell growth""))"	BELSyntaxError	"General Parser Failure on line 182386 at pos 48: path(MESHD:Atherosclerosis) negativeCorrelation (p(HGNC:TGFB1) decreases bp(GOBP:""cell growth""))"
182387	48	path(MESHD:Atherosclerosis) negativeCorrelation (p(HGNC:TGFB1) increases bp(MESHPP:Apoptosis))	BELSyntaxError	General Parser Failure on line 182387 at pos 48: path(MESHD:Atherosclerosis) negativeCorrelation (p(HGNC:TGFB1) increases bp(MESHPP:Apoptosis))
182388	48	path(MESHD:Atherosclerosis) negativeCorrelation (a(CHEBI:glucocorticoid) increases bp(MESHPP:Apoptosis))	BELSyntaxError	General Parser Failure on line 182388 at pos 48: path(MESHD:Atherosclerosis) negativeCorrelation (a(CHEBI:glucocorticoid) increases bp(MESHPP:Apoptosis))
182500	53	"a(SCHEM:""Oxidized Low Density Lipoprotein"") decreases p(EGID:16019)"	InvalidFunctionSemantic	Protein EGID:16019 should be encoded as one of: Gene
182544	53	"a(SCHEM:""Oxidized Low Density Lipoprotein"") decreases p(EGID:16019)"	InvalidFunctionSemantic	Protein EGID:16019 should be encoded as one of: Gene
183129	8	complex(tscript(p(HGNC:SP3)),g(HGNC:SP3))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
183157	4	"SET CellLine = ""RH2 cell"""	IllegalAnnotationValueWarning	"""RH2 cell"" is not defined in the CellLine annotation"
183169	4	"SET CellLine = ""RH2 cell"""	IllegalAnnotationValueWarning	"""RH2 cell"" is not defined in the CellLine annotation"
183182	4	"SET CellLine = ""RH2 cell"""	IllegalAnnotationValueWarning	"""RH2 cell"" is not defined in the CellLine annotation"
183199	4	"SET CellLine = ""RH2 cell"""	IllegalAnnotationValueWarning	"""RH2 cell"" is not defined in the CellLine annotation"
183215	4	"SET CellLine = ""RH2 cell"""	IllegalAnnotationValueWarning	"""RH2 cell"" is not defined in the CellLine annotation"
183228	4	"SET CellLine = ""RH2 cell"""	IllegalAnnotationValueWarning	"""RH2 cell"" is not defined in the CellLine annotation"
183241	4	"SET CellLine = ""RH2 cell"""	IllegalAnnotationValueWarning	"""RH2 cell"" is not defined in the CellLine annotation"
183253	4	"SET CellLine = ""RH2 cell"""	IllegalAnnotationValueWarning	"""RH2 cell"" is not defined in the CellLine annotation"
184809	4	"pep(p(SCOMP:""Proteasome Complex"")) decreases p(HGNC:HRAS)"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
184975	4	SET MeSHAnatomy = xanthoma	IllegalAnnotationValueWarning	"""xanthoma"" is not defined in the MeSHAnatomy annotation"
186533	4	"SET CellLine = ""SK-N-BE(2)-C cell line"""	IllegalAnnotationValueWarning	"""SK-N-BE(2)-C cell line"" is not defined in the CellLine annotation"
186718	49	complex(p(HGNC:PDGFB),p(HGNC:PDGFB)) increases p(HGNC:TUBB4,pmod(P,Y))	MissingNamespaceNameWarning	"""TUBB4"" is not in the HGNC namespace"
186720	37	kin(p(HGNC:SRC)) directlyIncreases p(HGNC:TUBB4,pmod(P,Y))	MissingNamespaceNameWarning	"""TUBB4"" is not in the HGNC namespace"
187242	28	a(CHEBI:erlotinib) decreases p(EGID:387254)	InvalidFunctionSemantic	Protein EGID:387254 should be encoded as one of: RNA, Gene, miRNA
187338	4	"SET Anatomy = {""Lung"",""Pulmonary Alveoli""}"	IllegalAnnotationValueWarning	"""Lung"" is not defined in the Anatomy annotation"
187395	32	a(CHEBI:phenylalanine) increases r(EGID:238447)	InvalidFunctionSemantic	RNA EGID:238447 should be encoded as one of: Gene
187586	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
187730	4	"SET Anatomy = {""Endothelium, Vascular"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""Endothelium, Vascular"" is not defined in the Anatomy annotation"
188117	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
188129	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
188652	6	cat(p(HGNC:GRLF1)) directlyDecreases gtp(p(HGNC:RHOA))	MissingNamespaceNameWarning	"""GRLF1"" is not in the HGNC namespace"
188806	33	path(MESHD:Ischemia) increases r(EGID:647088)	MissingNamespaceNameWarning	"""647088"" is not in the EGID namespace"
188932	4	SET CellStructure = mitochondrion	IllegalAnnotationValueWarning	"""mitochondrion"" is not defined in the CellStructure annotation"
188971	4	"SET CellStructure = ""Endoplasmic reticulum"""	IllegalAnnotationValueWarning	"""Endoplasmic reticulum"" is not defined in the CellStructure annotation"
189001	4	"SET CellStructure = ""Endoplasmic reticulum"""	IllegalAnnotationValueWarning	"""Endoplasmic reticulum"" is not defined in the CellStructure annotation"
189065	16	complex(complex(p(HGNC:CDKN1A),p(HGNC:STAT3)),g(HGNC:MYC))	NakedNameWarning	"""p"" should be qualified with a valid namespace"
189070	30	kin(p(HGNC:SRC)) increases bp(GOBP:necrosis)	MissingNamespaceNameWarning	"""necrosis"" is not in the GOBP namespace"
189098	12	"cat(complex(SCOMP:""histone deacetylase complex"")) decreases tscript(p(MGI:Ctnnb1))"	MissingNamespaceNameWarning	"""histone deacetylase complex"" is not in the SCOMP namespace"
189106	36	"p(MGI:Ifrd1) increases (cat(complex(SCOMP:""histone deacetylase complex"")) decreases tscript(p(MGI:Ctnnb1)))"	MissingNamespaceNameWarning	"""histone deacetylase complex"" is not in the SCOMP namespace"
190702	34	tscript(p(MGI:Trp53)) increases r(MGI:Rad51B)	MissingNamespaceNameWarning	"""Rad51B"" is not in the MGI namespace"
191159	16	complex(complex(p(MGI:Hic1),p(MGI:Sirt1)),g(MGI:Sirt1))	NakedNameWarning	"""p"" should be qualified with a valid namespace"
191636	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
191656	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
191663	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
191670	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
191857	4	"SET Cell = {""bronchial epithelial cell"",""Epithelial Cells""}"	IllegalAnnotationValueWarning	"""Epithelial Cells"" is not defined in the Cell annotation"
192430	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
192438	4	"SET CellLine = ""16HBE14o- cell"""	IllegalAnnotationValueWarning	"""16HBE14o- cell"" is not defined in the CellLine annotation"
192879	25	composite(p(HGNC:IFNG),p(HGNCTNF)) increases p(HGNC:TLR1)	NakedNameWarning	"""HGNCTNF"" should be qualified with a valid namespace"
192883	25	composite(p(HGNC:IFNG),p(HGNCTNF)) decreases p(HGNC:TLR5)	NakedNameWarning	"""HGNCTNF"" should be qualified with a valid namespace"
192905	25	composite(p(HGNC:IFNG),p(HGNCTNF)) increases p(HGNC:TLR2)	NakedNameWarning	"""HGNCTNF"" should be qualified with a valid namespace"
193077	31	"p(SFAM:""IFNA Family"") increases p(EGID:29774)"	InvalidFunctionSemantic	Protein EGID:29774 should be encoded as one of: RNA, Gene, miRNA
193933	4	"SET CellStructure = ""t-cell"""	IllegalAnnotationValueWarning	"""t-cell"" is not defined in the CellStructure annotation"
193963	4	"SET CellLine = ""A459 cell line"""	IllegalAnnotationValueWarning	"""A459 cell line"" is not defined in the CellLine annotation"
194012	4	"SET CellLine = ""A459 cell line"""	IllegalAnnotationValueWarning	"""A459 cell line"" is not defined in the CellLine annotation"
195006	4	"SET Cell = ""islet cell"""	IllegalAnnotationValueWarning	"""islet cell"" is not defined in the Cell annotation"
197017	27	"p(HGNC:EGR1) decreases pep(p(SCOMP:""Proteasome Complex""))"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
197261	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
197312	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
197333	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
197552	4	"SET CellLine = ""16HBE14o- cell"""	IllegalAnnotationValueWarning	"""16HBE14o- cell"" is not defined in the CellLine annotation"
198107	4	"SET CellLine = ""C10 cell"""	IllegalAnnotationValueWarning	"""C10 cell"" is not defined in the CellLine annotation"
198166	45	"path(SDIS:""lung adenocarcinoma"") decreases r(MGI:Hnrnpdl1)"	MissingNamespaceNameWarning	"""Hnrnpdl1"" is not in the MGI namespace"
198167	45	"path(SDIS:""lung adenocarcinoma"") decreases r(MGI:Hnrnpdl1)"	MissingNamespaceNameWarning	"""Hnrnpdl1"" is not in the MGI namespace"
198638	4	"SET CellLine = ""ANBL-6 cell"""	IllegalAnnotationValueWarning	"""ANBL-6 cell"" is not defined in the CellLine annotation"
198697	23	p(HGNC:NANOG) increases p(EGID:339044)	InvalidFunctionSemantic	Protein EGID:339044 should be encoded as one of: RNA, Gene, miRNA
199832	4	"SET Anatomy = {""Endothelium"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""Endothelium"" is not defined in the Anatomy annotation"
200734	41	"kin(p(HGNC:MAPK1)) decreases cat(complex(SCOMP:""proton-transporting ATP synthase complex""))"	MissingNamespaceNameWarning	"""proton-transporting ATP synthase complex"" is not in the SCOMP namespace"
200735	41	"kin(p(HGNC:MAPK3)) decreases cat(complex(SCOMP:""proton-transporting ATP synthase complex""))"	MissingNamespaceNameWarning	"""proton-transporting ATP synthase complex"" is not in the SCOMP namespace"
201106	4	"SET Cell = ""embryonic kidney cell"""	IllegalAnnotationValueWarning	"""embryonic kidney cell"" is not defined in the Cell annotation"
201146	51	composite(p(MGI:Hoxa11),p(MGI:Hoxd11)) increases r(MGI:Hnrnpdl1)	MissingNamespaceNameWarning	"""Hnrnpdl1"" is not in the MGI namespace"
201147	51	composite(p(MGI:Hoxa11),p(MGI:Hoxd11)) increases r(MGI:Hnrnpdl1)	MissingNamespaceNameWarning	"""Hnrnpdl1"" is not in the MGI namespace"
201598	29	a(SCHEM:Dronabinol) increases p(EGID:400579)	InvalidFunctionSemantic	Protein EGID:400579 should be encoded as one of: RNA, Gene, miRNA
201599	29	a(SCHEM:Dronabinol) increases p(EGID:100506710)	InvalidFunctionSemantic	Protein EGID:100506710 should be encoded as one of: RNA, Gene, miRNA
202053	30	p(HGNC:TNFRSF1A) increases bp(GOBP:necrosis)	MissingNamespaceNameWarning	"""necrosis"" is not in the GOBP namespace"
202188	30	path(MESHD:Ischemia) increases r(EGID:16081)	InvalidFunctionSemantic	RNA EGID:16081 should be encoded as one of: Gene
202280	4	"pep(p(SCOMP:""Proteasome Complex"")) increases (p(HGNC:NFKBIA,pmod(P,S,32)) directlyDecreases p(HGNC:NFKBIA))"	InvalidFunctionSemantic	Protein SCOMP:Proteasome Complex should be encoded as one of: Complex
203595	4	"SET CellStructure = ""Endoplasmic reticulum"""	IllegalAnnotationValueWarning	"""Endoplasmic reticulum"" is not defined in the CellStructure annotation"
203843	31	path(MESHD:Hyperoxia) decreases p(EGID:353511)	InvalidFunctionSemantic	Protein EGID:353511 should be encoded as one of: RNA, Gene, miRNA
204151	25	"p(HGNC:XPOT) association (a(SCHEM:""1,25-Dihydroxyvitamin D"") decreases bp(GOBP:""cell proliferation""))"	BELSyntaxError	"General Parser Failure on line 204151 at pos 25: p(HGNC:XPOT) association (a(SCHEM:""1,25-Dihydroxyvitamin D"") decreases bp(GOBP:""cell proliferation""))"
204152	25	"p(HGNC:XPOT) association (a(SCHEM:""1,25-Dihydroxyvitamin D"") decreases bp(GOBP:""cell proliferation""))"	BELSyntaxError	"General Parser Failure on line 204152 at pos 25: p(HGNC:XPOT) association (a(SCHEM:""1,25-Dihydroxyvitamin D"") decreases bp(GOBP:""cell proliferation""))"
204354	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
204655	4	"SET CellLine = ""INA-6 cell"""	IllegalAnnotationValueWarning	"""INA-6 cell"" is not defined in the CellLine annotation"
205066	36	complex(GOCCID:0043510) increases r(MGI:Kal1)	MissingNamespaceNameWarning	"""Kal1"" is not in the MGI namespace"
205361	36	"a(SCHEM:""Retinol acetate"") increases p(EGID:380687)"	InvalidFunctionSemantic	Protein EGID:380687 should be encoded as one of: RNA, Gene, miRNA
205836	4	"SET Disease = ""atherosclerotic lesion"""	IllegalAnnotationValueWarning	"""atherosclerotic lesion"" is not defined in the Disease annotation"
205964	35	"tscript(p(HGNC:TP53)) increases bp(GOBP:""mitotic catastrophe"")"	MissingNamespaceNameWarning	"""mitotic catastrophe"" is not in the GOBP namespace"
206940	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
207245	42	"path(SDIS:""bacterial infection"") increases p(EGID:629957)"	InvalidFunctionSemantic	Protein EGID:629957 should be encoded as one of: RNA, Gene, miRNA
207246	42	"path(SDIS:""bacterial infection"") increases p(EGID:629957)"	InvalidFunctionSemantic	Protein EGID:629957 should be encoded as one of: RNA, Gene, miRNA
207458	4	"SET Anatomy = {""Respiratory Mucosa"",""Lung""}"	IllegalAnnotationValueWarning	"""Respiratory Mucosa"" is not defined in the Anatomy annotation"
207533	4	"SET Anatomy = {""Respiratory Mucosa"",""Lung""}"	IllegalAnnotationValueWarning	"""Respiratory Mucosa"" is not defined in the Anatomy annotation"
207565	4	"SET Anatomy = {""Respiratory Mucosa"",""Lung""}"	IllegalAnnotationValueWarning	"""Respiratory Mucosa"" is not defined in the Anatomy annotation"
208125	34	"path(SDIS:""food intake"") increases r(EGID:16019)"	InvalidFunctionSemantic	RNA EGID:16019 should be encoded as one of: Gene
208297	38	tscript(p(MGI:Spic)) directlyIncreases r(EGID:16059)	InvalidFunctionSemantic	RNA EGID:16059 should be encoded as one of: Gene
208465	4	"SET Disease = ""atherosclerotic lesion"""	IllegalAnnotationValueWarning	"""atherosclerotic lesion"" is not defined in the Disease annotation"
208718	4	"SET CellLine = ""HuH-7 cell"""	IllegalAnnotationValueWarning	"""HuH-7 cell"" is not defined in the CellLine annotation"
209046	27	m(EGID:387202) increases r(MGI:Klh41)	MissingNamespaceNameWarning	"""Klh41"" is not in the MGI namespace"
209325	10	tscript(p(MGI:Tcfe3)) directlyIncreases r(MGI:Cd40lg)	MissingNamespaceNameWarning	"""Tcfe3"" is not in the MGI namespace"
209326	10	tscript(p(MGI:Tcfeb)) directlyIncreases r(MGI:Cd40lg)	MissingNamespaceNameWarning	"""Tcfeb"" is not in the MGI namespace"
209451	39	"kin(p(SFAM:""AKT Family"")) decreases bp(GOBP:necrosis)"	MissingNamespaceNameWarning	"""necrosis"" is not in the GOBP namespace"
209456	34	"a(SCHEM:""LY 294002"") increases bp(GOBP:necrosis)"	MissingNamespaceNameWarning	"""necrosis"" is not in the GOBP namespace"
209496	76	"a(SCHEM:""Smoke condensate, cigarette"") increases (cat(p(MGI:Tlr4)) increases p(EGID:111364))"	InvalidFunctionSemantic	Protein EGID:111364 should be encoded as one of: Gene
209498	26	cat(p(MGI:Tlr4)) increases p(EGID:111364)	InvalidFunctionSemantic	Protein EGID:111364 should be encoded as one of: Gene
209500	32	cat(p(MGI:Tlr4)) increases surf(p(EGID:111364))	InvalidFunctionSemantic	Protein EGID:111364 should be encoded as one of: Gene
210030	37	p(EGID:3845,sub(G,12,V)) increases r(MGI:Hnrnpdl1)	MissingNamespaceNameWarning	"""Hnrnpdl1"" is not in the MGI namespace"
210107	4	"SET Cell = ""fetal lung type II cell"""	IllegalAnnotationValueWarning	"""fetal lung type II cell"" is not defined in the Cell annotation"
210347	4	"SET Anatomy = {""Lung"",""Pulmonary Alveoli""}"	IllegalAnnotationValueWarning	"""Lung"" is not defined in the Anatomy annotation"
211442	4	"SET CellStructure = ""adherens junction"""	IllegalAnnotationValueWarning	"""adherens junction"" is not defined in the CellStructure annotation"
211485	4	"SET Disease = {""Ulcerative Colitis"",""Crohn""}"	IllegalAnnotationValueWarning	"""Ulcerative Colitis"" is not defined in the Disease annotation"
211714	4	"SET CellLine = ""LNCaP-GR cell line"""	IllegalAnnotationValueWarning	"""LNCaP-GR cell line"" is not defined in the CellLine annotation"
211803	24	p(HGNC:EGF) increases p(HGNC:GRLF1,pmod(P,S,1070))	MissingNamespaceNameWarning	"""GRLF1"" is not in the HGNC namespace"
211894	25	p(HGNC:NRG1) increases p(HGNC:GRLF1,pmod(P,S,1070))	MissingNamespaceNameWarning	"""GRLF1"" is not in the HGNC namespace"
211922	22	p(HGNC:NRG1) increases p(HGNC:RPSAP12,pmod(P,Y,139))	InvalidFunctionSemantic	Protein HGNC:RPSAP12 should be encoded as one of: RNA, Gene, miRNA
212077	4	"SET CellLine = ""INS-1 cell"""	IllegalAnnotationValueWarning	"""INS-1 cell"" is not defined in the CellLine annotation"
212155	4	"SET CellLine = ""MM.1S cell"""	IllegalAnnotationValueWarning	"""MM.1S cell"" is not defined in the CellLine annotation"
212163	4	SET CellStructure = cytosol	IllegalAnnotationValueWarning	"""cytosol"" is not defined in the CellStructure annotation"
212360	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
212405	4	"SET MeSHAnatomy = ""embryonic pancreas"""	IllegalAnnotationValueWarning	"""embryonic pancreas"" is not defined in the MeSHAnatomy annotation"
213110	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
213121	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
213139	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
213455	40	"path(SDIS:""mechanical strain"") decreases p(EGID:79160)"	InvalidFunctionSemantic	Protein EGID:79160 should be encoded as one of: RNA, Gene, miRNA
213622	45	"path(SDIS:""bile duct ligation"") increases bp(GOBP:necrosis)"	MissingNamespaceNameWarning	"""necrosis"" is not in the GOBP namespace"
213660	4	"SET Anatomy = {""Endothelium, Vascular"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""Endothelium, Vascular"" is not defined in the Anatomy annotation"
213927	21	p(HGNC:EGF) decreases p(HGNC:HSP90AB2P,pmod(P,S,224))	InvalidFunctionSemantic	Protein HGNC:HSP90AB2P should be encoded as one of: RNA, Gene, miRNA
214001	24	p(HGNC:EGF) decreases p(HGNC:MYST2,pmod(P,S,56))	MissingNamespaceNameWarning	"""MYST2"" is not in the HGNC namespace"
214127	21	p(HGNC:EGF) decreases p(EGID:440248,pmod(P,S,251))	InvalidFunctionSemantic	Protein EGID:440248 should be encoded as one of: RNA, Gene, miRNA
214128	21	p(HGNC:EGF) decreases p(EGID:440248,pmod(P,S,251))	InvalidFunctionSemantic	Protein EGID:440248 should be encoded as one of: RNA, Gene, miRNA
214239	21	p(HGNC:EGF) increases p(HGNC:ANXA2P2,pmod(P,S,12))	InvalidFunctionSemantic	Protein HGNC:ANXA2P2 should be encoded as one of: RNA, Gene, miRNA
214240	21	p(HGNC:EGF) increases p(HGNC:ANXA2P2,pmod(P,S,22))	InvalidFunctionSemantic	Protein HGNC:ANXA2P2 should be encoded as one of: RNA, Gene, miRNA
214241	21	p(HGNC:EGF) increases p(HGNC:ANXA2P2,pmod(P,S,26))	InvalidFunctionSemantic	Protein HGNC:ANXA2P2 should be encoded as one of: RNA, Gene, miRNA
214611	24	p(HGNC:EGF) increases p(HGNC:GRINL1A,pmod(P,S,179))	MissingNamespaceNameWarning	"""GRINL1A"" is not in the HGNC namespace"
214615	24	p(HGNC:EGF) increases p(HGNC:GRINL1A,pmod(P,S,186))	MissingNamespaceNameWarning	"""GRINL1A"" is not in the HGNC namespace"
214648	21	p(HGNC:EGF) increases p(HGNC:HSP90AB2P,pmod(P,S,218))	InvalidFunctionSemantic	Protein HGNC:HSP90AB2P should be encoded as one of: RNA, Gene, miRNA
214706	24	p(HGNC:EGF) increases p(HGNC:JUB,pmod(P,S,263))	MissingNamespaceNameWarning	"""JUB"" is not in the HGNC namespace"
214707	24	p(HGNC:EGF) increases p(HGNC:JUB,pmod(P,S,263))	MissingNamespaceNameWarning	"""JUB"" is not in the HGNC namespace"
214708	24	p(HGNC:EGF) increases p(HGNC:JUB,pmod(P,S,263))	MissingNamespaceNameWarning	"""JUB"" is not in the HGNC namespace"
214709	24	p(HGNC:EGF) increases p(HGNC:JUB,pmod(P,S,263))	MissingNamespaceNameWarning	"""JUB"" is not in the HGNC namespace"
214819	24	p(HGNC:EGF) increases p(HGNC:MYST2,pmod(P,S,10))	MissingNamespaceNameWarning	"""MYST2"" is not in the HGNC namespace"
214871	21	"p(HGNC:EGF) increases p(HGNC:""PALM2-AKAP2"",pmod(P,S,617))"	InvalidFunctionSemantic	Protein HGNC:PALM2-AKAP2 should be encoded as one of: RNA, Gene, miRNA
215493	34	"a(CHEBI:resveratrol) decreases bp(GOBP:""electron transport"")"	MissingNamespaceNameWarning	"""electron transport"" is not in the GOBP namespace"
215684	4	"SET CellLine = ""16HBE14o- cell"""	IllegalAnnotationValueWarning	"""16HBE14o- cell"" is not defined in the CellLine annotation"
216144	4	SET CellStructure = endosome	IllegalAnnotationValueWarning	"""endosome"" is not defined in the CellStructure annotation"
216427	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:ABCC5))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216428	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:ACAD8))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216429	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:ACP6))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216430	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:ACTR1A))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216431	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:ARL6))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216432	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:ATG4C))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216433	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:BIRC5))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216434	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:BUB1B))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216435	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:TMEM258))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216436	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:C11orf58))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216437	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:C19orf44))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216438	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:CD3EAP))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216439	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:CDC25A))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216440	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:CEP290))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216441	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:CFL1))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216442	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:CLDND1))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216443	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:CLPB))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216444	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:CNOT4))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216445	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:COPS7B))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216446	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:COX7C))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216447	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:CYB561D2))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216448	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:CDK5))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216449	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:CLNS1A))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216450	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:DDX23))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216451	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:DERL1))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
