Line Number	Position	Line	Error	Message
209047	27	m(EGID:387202) increases r(MGI:Klh41)	MissingNamespaceNameWarning	"""Klh41"" is not in the MGI namespace"
209326	10	tscript(p(MGI:Tcfe3)) directlyIncreases r(MGI:Cd40lg)	MissingNamespaceNameWarning	"""Tcfe3"" is not in the MGI namespace"
209327	10	tscript(p(MGI:Tcfeb)) directlyIncreases r(MGI:Cd40lg)	MissingNamespaceNameWarning	"""Tcfeb"" is not in the MGI namespace"
209452	39	"kin(p(SFAM:""AKT Family"")) decreases bp(GOBP:necrosis)"	MissingNamespaceNameWarning	"""necrosis"" is not in the GOBP namespace"
209457	34	"a(SCHEM:""LY 294002"") increases bp(GOBP:necrosis)"	MissingNamespaceNameWarning	"""necrosis"" is not in the GOBP namespace"
209497	76	"a(SCHEM:""Smoke condensate, cigarette"") increases (cat(p(MGI:Tlr4)) increases p(EGID:111364))"	InvalidFunctionSemantic	Protein EGID:111364 should be encoded as one of: Gene
209499	26	cat(p(MGI:Tlr4)) increases p(EGID:111364)	InvalidFunctionSemantic	Protein EGID:111364 should be encoded as one of: Gene
209501	32	cat(p(MGI:Tlr4)) increases surf(p(EGID:111364))	InvalidFunctionSemantic	Protein EGID:111364 should be encoded as one of: Gene
210031	37	p(EGID:3845,sub(G,12,V)) increases r(MGI:Hnrnpdl1)	MissingNamespaceNameWarning	"""Hnrnpdl1"" is not in the MGI namespace"
210108	4	"SET Cell = ""fetal lung type II cell"""	IllegalAnnotationValueWarning	"""fetal lung type II cell"" is not defined in the Cell annotation"
210348	4	"SET Anatomy = {""Lung"",""Pulmonary Alveoli""}"	IllegalAnnotationValueWarning	"""Lung"" is not defined in the Anatomy annotation"
211443	4	"SET CellStructure = ""adherens junction"""	IllegalAnnotationValueWarning	"""adherens junction"" is not defined in the CellStructure annotation"
211486	4	"SET Disease = {""Ulcerative Colitis"",""Crohn""}"	IllegalAnnotationValueWarning	"""Ulcerative Colitis"" is not defined in the Disease annotation"
211715	4	"SET CellLine = ""LNCaP-GR cell line"""	IllegalAnnotationValueWarning	"""LNCaP-GR cell line"" is not defined in the CellLine annotation"
211804	24	p(HGNC:EGF) increases p(HGNC:GRLF1,pmod(P,S,1070))	MissingNamespaceNameWarning	"""GRLF1"" is not in the HGNC namespace"
211895	25	p(HGNC:NRG1) increases p(HGNC:GRLF1,pmod(P,S,1070))	MissingNamespaceNameWarning	"""GRLF1"" is not in the HGNC namespace"
211923	22	p(HGNC:NRG1) increases p(HGNC:RPSAP12,pmod(P,Y,139))	InvalidFunctionSemantic	Protein HGNC:RPSAP12 should be encoded as one of: Gene, RNA, miRNA
212078	4	"SET CellLine = ""INS-1 cell"""	IllegalAnnotationValueWarning	"""INS-1 cell"" is not defined in the CellLine annotation"
212156	4	"SET CellLine = ""MM.1S cell"""	IllegalAnnotationValueWarning	"""MM.1S cell"" is not defined in the CellLine annotation"
212164	4	SET CellStructure = cytosol	IllegalAnnotationValueWarning	"""cytosol"" is not defined in the CellStructure annotation"
212361	4	"SET Cell = ""T-cell"""	IllegalAnnotationValueWarning	"""T-cell"" is not defined in the Cell annotation"
212406	4	"SET MeSHAnatomy = ""embryonic pancreas"""	IllegalAnnotationValueWarning	"""embryonic pancreas"" is not defined in the MeSHAnatomy annotation"
213111	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
213122	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
213140	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
213456	40	"path(SDIS:""mechanical strain"") decreases p(EGID:79160)"	InvalidFunctionSemantic	Protein EGID:79160 should be encoded as one of: Gene, RNA, miRNA
213623	45	"path(SDIS:""bile duct ligation"") increases bp(GOBP:necrosis)"	MissingNamespaceNameWarning	"""necrosis"" is not in the GOBP namespace"
213661	4	"SET Anatomy = {""Endothelium, Vascular"",""vascular tissue""}"	IllegalAnnotationValueWarning	"""Endothelium, Vascular"" is not defined in the Anatomy annotation"
213928	21	p(HGNC:EGF) decreases p(HGNC:HSP90AB2P,pmod(P,S,224))	InvalidFunctionSemantic	Protein HGNC:HSP90AB2P should be encoded as one of: Gene, RNA, miRNA
214002	24	p(HGNC:EGF) decreases p(HGNC:MYST2,pmod(P,S,56))	MissingNamespaceNameWarning	"""MYST2"" is not in the HGNC namespace"
214128	21	p(HGNC:EGF) decreases p(EGID:440248,pmod(P,S,251))	InvalidFunctionSemantic	Protein EGID:440248 should be encoded as one of: Gene, RNA, miRNA
214129	21	p(HGNC:EGF) decreases p(EGID:440248,pmod(P,S,251))	InvalidFunctionSemantic	Protein EGID:440248 should be encoded as one of: Gene, RNA, miRNA
214240	21	p(HGNC:EGF) increases p(HGNC:ANXA2P2,pmod(P,S,12))	InvalidFunctionSemantic	Protein HGNC:ANXA2P2 should be encoded as one of: Gene, RNA, miRNA
214241	21	p(HGNC:EGF) increases p(HGNC:ANXA2P2,pmod(P,S,22))	InvalidFunctionSemantic	Protein HGNC:ANXA2P2 should be encoded as one of: Gene, RNA, miRNA
214242	21	p(HGNC:EGF) increases p(HGNC:ANXA2P2,pmod(P,S,26))	InvalidFunctionSemantic	Protein HGNC:ANXA2P2 should be encoded as one of: Gene, RNA, miRNA
214612	24	p(HGNC:EGF) increases p(HGNC:GRINL1A,pmod(P,S,179))	MissingNamespaceNameWarning	"""GRINL1A"" is not in the HGNC namespace"
214616	24	p(HGNC:EGF) increases p(HGNC:GRINL1A,pmod(P,S,186))	MissingNamespaceNameWarning	"""GRINL1A"" is not in the HGNC namespace"
214649	21	p(HGNC:EGF) increases p(HGNC:HSP90AB2P,pmod(P,S,218))	InvalidFunctionSemantic	Protein HGNC:HSP90AB2P should be encoded as one of: Gene, RNA, miRNA
214707	24	p(HGNC:EGF) increases p(HGNC:JUB,pmod(P,S,263))	MissingNamespaceNameWarning	"""JUB"" is not in the HGNC namespace"
214708	24	p(HGNC:EGF) increases p(HGNC:JUB,pmod(P,S,263))	MissingNamespaceNameWarning	"""JUB"" is not in the HGNC namespace"
214709	24	p(HGNC:EGF) increases p(HGNC:JUB,pmod(P,S,263))	MissingNamespaceNameWarning	"""JUB"" is not in the HGNC namespace"
214710	24	p(HGNC:EGF) increases p(HGNC:JUB,pmod(P,S,263))	MissingNamespaceNameWarning	"""JUB"" is not in the HGNC namespace"
214820	24	p(HGNC:EGF) increases p(HGNC:MYST2,pmod(P,S,10))	MissingNamespaceNameWarning	"""MYST2"" is not in the HGNC namespace"
214872	21	"p(HGNC:EGF) increases p(HGNC:""PALM2-AKAP2"",pmod(P,S,617))"	InvalidFunctionSemantic	Protein HGNC:PALM2-AKAP2 should be encoded as one of: Gene, RNA, miRNA
215494	34	"a(CHEBI:resveratrol) decreases bp(GOBP:""electron transport"")"	MissingNamespaceNameWarning	"""electron transport"" is not in the GOBP namespace"
215685	4	"SET CellLine = ""16HBE14o- cell"""	IllegalAnnotationValueWarning	"""16HBE14o- cell"" is not defined in the CellLine annotation"
216145	4	SET CellStructure = endosome	IllegalAnnotationValueWarning	"""endosome"" is not defined in the CellStructure annotation"
216428	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:ABCC5))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216429	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:ACAD8))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216430	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:ACP6))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216431	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:ACTR1A))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216432	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:ARL6))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216433	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:ATG4C))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216434	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:BIRC5))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216435	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:BUB1B))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216436	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:TMEM258))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216437	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:C11orf58))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216438	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:C19orf44))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216439	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:CD3EAP))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216440	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:CDC25A))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216441	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:CEP290))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216442	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:CFL1))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216443	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:CLDND1))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216444	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:CLPB))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216445	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:CNOT4))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216446	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:COPS7B))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216447	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:COX7C))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216448	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:CYB561D2))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216449	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:CDK5))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216450	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:CLNS1A))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216451	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:DDX23))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216452	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:DERL1))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216453	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:FAM96A))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216454	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:FTL))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216455	8	complex(tscript(p(HGNC:NOTCH1)),g(EGID:284764))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216456	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:FYCO1))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216457	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:FNTB))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216458	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:HPS6))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216459	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:ING3))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216460	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:INTS9))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216461	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:INVS))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216462	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:IFRD1))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216463	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:KBTBD7))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216464	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:LGMN))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216465	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:MRPS16))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216466	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:OSCAR))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216467	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:PAFAH2))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216468	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:PEMT))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216469	8	complex(tscript(p(HGNC:NOTCH1)),g(EGID:5188))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216470	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:PEX26))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216471	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:PFDN6))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216472	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:PHF6))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216473	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:PPP1R12B))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216474	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:PSMA1))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216475	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:PVRL2))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216476	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:QTRTD1))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216477	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:R3HDM1))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216478	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:RPL18A))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216479	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:SCNM1))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216480	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:SEC11C))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216481	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:SPHK2))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216482	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:STARD10))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216483	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:TARBP2))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216484	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:TFPT))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216485	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:TMEM115))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216486	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:NDC1))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216487	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:TNFAIP1))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216488	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:TRAPPC3))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216489	8	complex(tscript(p(HGNC:NOTCH1)),g(EGID:10641))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216490	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:UBE2V1))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216491	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:USP5))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216492	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:VRK3))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216493	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:ZFYVE19))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216494	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:ZMAT5))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216495	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:ZNF133))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216496	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:ZNF225))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216497	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:ZNF331))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216498	8	complex(tscript(p(HGNC:NOTCH1)),g(HGNC:ZSCAN5A))	NakedNameWarning	"""tscript"" should be qualified with a valid namespace"
216573	31	"cat(p(HGNC:TERT)) decreases bp(GOBP:""age-dependent telomere shortening"")"	MissingNamespaceNameWarning	"""age-dependent telomere shortening"" is not in the GOBP namespace"
216574	36	"tscript(p(HGNC:STAT3)) decreases bp(GOBP:""age-dependent telomere shortening"")"	MissingNamespaceNameWarning	"""age-dependent telomere shortening"" is not in the GOBP namespace"
216687	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
216855	4	"SET CellLine = ""HMEC-1 cell"""	IllegalAnnotationValueWarning	"""HMEC-1 cell"" is not defined in the CellLine annotation"
216967	23	"p(HGNC:F2) increases p(SFAM:""sec(PDGF family)"")"	MissingNamespaceNameWarning	"""sec(PDGF family)"" is not in the SFAM namespace"
217001	23	"p(HGNC:F2) increases p(SFAM:""sec(PDGF family)"")"	MissingNamespaceNameWarning	"""sec(PDGF family)"" is not in the SFAM namespace"
217172	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
217439	47	"path(SDIS:""mitochondrial DNA damage"") increases p(EGID:222161)"	InvalidFunctionSemantic	Protein EGID:222161 should be encoded as one of: Gene, RNA, miRNA
217743	43	"bp(GOBP:""response to hypoxia"") increases p(EGID:497210)"	MissingNamespaceNameWarning	"""497210"" is not in the EGID namespace"
218277	36	"path(SDIS:""high-fat diet"") increases r(EGID:100124678)"	InvalidFunctionSemantic	RNA EGID:100124678 should be encoded as one of: Gene
218759	4	"SET Anatomy = {""Lung"",""Pulmonary Alveoli""}"	IllegalAnnotationValueWarning	"""Lung"" is not defined in the Anatomy annotation"
219576	4	"SET Cell = {""Macrophages"",""Foam Cell""}"	IllegalAnnotationValueWarning	"""Macrophages"" is not defined in the Cell annotation"
219827	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
219912	4	SET MeSHAnatomy = tumor	IllegalAnnotationValueWarning	"""tumor"" is not defined in the MeSHAnatomy annotation"
220088	40	"bp(GOBP:""response to hypoxia"") increases p(EGID:641523)"	InvalidFunctionSemantic	Protein EGID:641523 should be encoded as one of: Gene
220422	4	"SET CellLine = ""INA-6 cell"""	IllegalAnnotationValueWarning	"""INA-6 cell"" is not defined in the CellLine annotation"
220987	4	"SET Disease = ""atherosclerotic lesion"""	IllegalAnnotationValueWarning	"""atherosclerotic lesion"" is not defined in the Disease annotation"
221003	4	"SET Disease = ""atherosclerotic lesion"""	IllegalAnnotationValueWarning	"""atherosclerotic lesion"" is not defined in the Disease annotation"
221300	4	SET CellStructure = endosome	IllegalAnnotationValueWarning	"""endosome"" is not defined in the CellStructure annotation"
222450	4	"SET CellStructure = ""external side of plasma membrane"""	IllegalAnnotationValueWarning	"""external side of plasma membrane"" is not defined in the CellStructure annotation"
223002	4	"SET CellLine = ""rat-1 cell"""	IllegalAnnotationValueWarning	"""rat-1 cell"" is not defined in the CellLine annotation"
223394	4	"SET MeSHAnatomy = ""bronchoalveolar lavage fluid"""	IllegalAnnotationValueWarning	"""bronchoalveolar lavage fluid"" is not defined in the MeSHAnatomy annotation"
224068	4	"SET Disease = ""diabetic nephropathy"""	IllegalAnnotationValueWarning	"""diabetic nephropathy"" is not defined in the Disease annotation"
224077	4	"SET CellStructure = ""ER-Golgi intermediate compartment"""	IllegalAnnotationValueWarning	"""ER-Golgi intermediate compartment"" is not defined in the CellStructure annotation"
224648	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224656	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224664	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224672	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224680	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224688	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224696	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224704	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224712	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224720	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224728	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224736	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224744	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224752	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224760	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224768	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224776	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224784	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224792	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224800	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224808	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224816	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224824	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224832	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224840	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224848	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224856	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224864	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224872	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224880	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224888	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224896	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224904	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224912	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224920	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224928	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224936	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224944	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224952	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224960	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224968	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224976	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224984	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
224992	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
225000	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
225008	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
225016	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
225024	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
225032	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
225040	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
225048	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
225056	4	"SET CellLine = ""SK-BR-3"""	IllegalAnnotationValueWarning	"""SK-BR-3"" is not defined in the CellLine annotation"
